year,outcome,cinc_a,irst_prop_a,irst_raw_a,milex_prop_a,milex_raw_a,milper_prop_a,milper_raw_a,pec_prop_a,pec_raw_a,tpop_prop_a,tpop_raw_a,upop_prop_a,upop_raw_a,cinc_b,irst_prop_b,irst_raw_b,milex_prop_b,milex_raw_b,milper_prop_b,milper_raw_b,pec_prop_b,pec_raw_b,tpop_prop_b,tpop_raw_b,upop_prop_b,upop_raw_b,capratio_a
1908,VictoryA,0.0068268,0,0,0.00972151121122146,3798,0.004374594944912508,27,0.0069330886436626184,7178,0.0049932776167491266,5790,0.014938468806947288,1328,7.986e-4,0,0,NA,NA,0.0016202203499675956,10,1.7385845024509212e-4,180,0.002199111903749615,2550,0,0,0.8952710677472657
1961,VictoryA,0.0487279,0.011661208208531185,4084,0.004982952887419721,638173,0.040746582544689804,775,0.011845562410391374,49002,0.14822022282018885,442372,0.07491083746359409,36652,0.0018871,1.713203948364033e-5,6,0.0013330470447742726,170725,0.003943217665615142,75,6.838720064282518e-4,2829,0.002994747297674464,8938,0.0023504164324766237,1150,0.9627165859922947
1947,VictoryA,0.0528381,0.0097720368230549675,1277,0.005020537068440265,218680,0.021172305807066513,311,0.014859093512529986,33752,0.1794870993012154,344367,0.08671777187163661,19740,0.0114418,0,0,0,0,0.018721492273129553,275,2.6414600934812727e-6,6,0.036510674094934005,70050,0.013416214554000922,3054,0.8220003453645696
1909,VictoryA,0.0145169,0.0048178145331082495,254,0.022282450129122954,9241,0.017485822306238186,111,0.005984643283762165,6498,0.016737356314989214,19660,0.019793234312634952,1815,0.0012261,0,0,NA,NA,9.45179584120983e-4,6,0,0,0.0036369270690556417,4272,0.001548561582586316,142,0.9221177666264371
1911,VictoryA,0.0147431,0.0048630358266310725,286,0.019823074328367954,9109,0.022865142323845077,147,0.0054641738300565,6321,0.01663317220382438,19930,0.018809980806142036,1862,0.0012094,0,0,NA,NA,9.332711152589828e-4,6,0,0,0.0036587971370580065,4384,0.0014546923931710275,144,0.9241874314370787
1907,VictoryA,0.005469,0,0,0.007584282130073702,2905,0.004049266070524717,24,0.0026495387087539135,2869,0.005082592121982211,5820,0.013448507134762599,1163,0.0011684,0,0,0.0015220779627652214,583,0.0010123165176311793,6,0,0,9.955592816253815e-4,1140,0.0034806540391775945,301,0.823967216078585
1912,VictoryB,2.577e-4,0,0,3.7010923391523877e-4,179,6.472491909385113e-4,4,0,0,5.287846397315889e-4,640,0,0,0.0063464,0,0,0.009445022237568775,4568,0.0048543689320388345,30,0.003151657667458243,3801,0.006171908216867139,7470,0.014455724110308495,1469,0.03902121409427477
1952,VictoryB,0.0072042,6.642206477732793e-4,126,0.00484454001362504,442667,0.0029462079452575556,62,0.004715714351324611,12116,0.007767460771577648,17824,0.022286894664305286,6808,0.0020471,0.001280996963562753,243,0.0021181859740100326,193548,0.0019007793195210036,40,9.309993998323267e-4,2392,0.0027681166304455353,6352,0.0032834540758369863,1003,0.7787229902824467
1955,VictoryB,0.0073768,8.178670178242486e-4,218,0.004364215377245337,411867,0.006869662086891942,148,0.004172417558890473,13525,0.007498652041231494,18928,0.020537719883781155,7415,0.001989,0.0010879882347203306,290,0.0017903935382821044,168966,0.0019494987003341997,42,0.0011472991424409367,3719,0.0026713551729725254,6743,0.003287697033317361,1187,0.7876315958060176
1934,VictoryB,0.0013683,0,0,6.975436542099307e-4,5709,0.0014710208884966167,10,1.9404386786500382e-4,306,0.004149685475826021,6040,0.0016975422540408886,322,0.0020626,0,0,0.001208147075289507,9888,0.0019123271550456017,13,2.1116538561779827e-4,333,0.005516883173987243,8030,0.0035268812669358835,669,0.39881663703401443
1917,VictoryA,0.1027681,5.222629776277115e-4,43,NA,NA,0.028079371022089104,900,0.012819256400205047,17005,0.3696514519283291,459503,NA,NA,0.117214,0.03740860397891515,3080,0.13943409499092677,4040000,0.2823536752776738,9050,0.032628984108795944,43283,0.14850318284313607,184600,0.06295543210717308,6471,0.46716573757592095
1912,VictoryA,0.0012088,0,0,NA,NA,0.0011326860841423948,7,4.228743515926609e-5,51,0.003461886938242746,4190,0.001407194382419411,143,5.087e-4,0,0,7.050684288552873e-4,341,0.0011326860841423948,7,1.6583307905594545e-5,20,0.001198027699391881,1450,0,0,0.7038136826783115
1934,VictoryA,0.0013683,0,0,6.975436542099307e-4,5709,0.0014710208884966167,10,1.9404386786500382e-4,306,0.004149685475826021,6040,0.0016975422540408886,322,6.215e-4,0,0,1.81319807820553e-4,1484,7.355104442483084e-4,5,2.1877494906348468e-4,345,0.0014702528010376963,2140,0.0011229083854369854,213,0.6876570509598955
1939,VictoryA,0.0013783,0,0,2.2228535331266527e-4,7373,0.0013172916483709493,15,3.121480403955093e-4,615,0.004276024195658371,6570,0.0021418553485891985,478,6.72e-4,0,0,5.7704349144234556e-5,1914,7.025555457978396e-4,8,2.603771458908883e-4,513,0.0015685263792293263,2410,0.001442839795493142,322,0.6722430863776032
1911,VictoryB,0.0012082,0,0,8.59601971644016e-4,395,9.332711152589828e-4,6,1.313960484367328e-4,152,0.0041228234163016774,4940,0.001202141630467724,119,0.0011275,0,0,NA,NA,6.221807435059885e-4,4,1.590583744234134e-4,184,0.0034217765196026067,4100,0.0014344883321547632,142,0.5172753350173396
1902,VictoryA,0.0092965,0,0,0.006558924485125858,2293,0.00409766091855899,24,0.0013591732477210414,1044,0.016899558210889065,18782,0.026863954406196905,2008,4.578e-4,0,0,6.149885583524027e-4,215,5.122076148198737e-4,3,0,0,0.0016195934820360089,1800,0,0,0.9530668525675856
1919,VictoryB,0.0630602,0.0035094525959367944,199,0.09042572835433797,1417699,0.12292806725354906,1550,0.011812887342426404,14673,0.11625949488634739,142265,0.03342550499132962,3566,0.018781,0.009082251693002258,515,NA,NA,0.023792529145848205,300,0.02564490652256871,31854,0.019741191564822645,24157,0.015644186155504523,1669,0.7705190050976769
1953,VictoryA,0.0029603,0,0,5.819082641243848e-4,57339,0.0021179460629735963,45,1.3110386835073956e-5,35,0.00916829043175059,21456,0.005880791521042553,1861,8.855e-4,0,0,1.1028439816250178e-4,10867,0.0020708805949075162,44,1.123747443006339e-6,3,0.001986548388199501,4649,0.0011439261314440646,362,0.7697488168911539
1964,VictoryA,0.0010744,0,0,3.7692408092479545e-4,56114,0.0034934091014951793,75,2.0563467806760157e-6,10,0.0018584820574489601,5984,7.15748454182158e-4,396,0.0029767,9.229242855989202e-6,4,5.72956307779221e-4,85298,0.003959196981694536,85,2.0584031274566917e-4,1001,0.009342723471286701,30082,0.003770331503595913,2086,0.2652119177507344
1921,VictoryB,0.0046808,0.003754127278483875,166,0.0013199716998067562,7250,0.003089143865842895,35,0.0036149076755973932,4473,0.006292295092887567,8029,0.010014415331128635,1181,0.0065644,0.006716721697046452,297,0.001028485535477016,5649,0.002559576345984113,29,0.006024846125995655,7455,0.005097158710193142,6504,0.017959806664970747,2118,0.4162487105609504
1938,VictoryB,0.0011315,0,0,6.884428287651581e-4,14399,0.0028272894898586356,23,0.0010938188585729897,2003,0.0016816576000042206,2550,4.976092139131537e-4,110,0.0195729,0.01327376565954311,1441,0.007244499330323322,151521,0.037861094038106946,308,0.01504314932456822,27547,0.023124440683979605,35065,0.020890539544099487,4618,0.05465021927706187
1938,VictoryB,0.0195729,0.01327376565954311,1441,0.007244499330323322,151521,0.037861094038106946,308,0.01504314932456822,27547,0.023124440683979605,35065,0.020890539544099487,4618,0.0130477,0.01658069270449521,1800,0.009632127497756788,201459,0.020036877688998155,163,0.01506608511690974,27589,0.009628314101984949,14600,0.007341997765282257,1623,0.6000165539567023
1938,VictoryA,0.0046944,0.005959837877671334,647,0.002192077700758731,45848,0.0043023970497848806,35,0.003645698801714068,6676,0.006045394203623016,9167,0.006021071488349159,1331,0.0130477,0.01658069270449521,1800,0.009632127497756788,201459,0.020036877688998155,163,0.01506608511690974,27589,0.009628314101984949,14600,0.007341997765282257,1623,0.26459100106526284
1939,VictoryB,0.0068204,0.002000895923547857,268,0.002477126511539649,82164,0.012997277597260033,148,0.005560295581354154,10955,0.01297125756765165,19930,0.004915513216322909,1097,0.0042844,0.005472599671494699,733,0.001744425990509172,57861,0.0028980416264160883,33,0.003590463801232249,7074,0.006005308257738172,9227,0.005995402628477715,1338,0.6141848569987753
1918,VictoryA,0.0043679,0,0,5.931086565500741e-4,20974,0.00900237609183093,269,0.0015340214382967465,2099,0.007551675021971554,9469,0.007526266952846016,803,0.0373969,0.005375193881371343,402,0.0073167505914190295,258741,NA,NA,0.013184983691430016,18041,0.1144036098745189,143450,0.04670409492656501,4983,0.10458328544611731
1918,VictoryA,0.0021591,0,0,5.69665961962489e-4,20145,0.006726682507278873,201,5.853983668774149e-4,801,0.0032730039381319315,4104,0.0017995557346780014,192,0.0043679,0,0,5.931086565500741e-4,20974,0.00900237609183093,269,0.0015340214382967465,2099,0.007551675021971554,9469,0.007526266952846016,803,0.33079515857208525
1919,VictoryB,0.0027804,0,0,0.003396404743983132,53249,0.004599888968197319,58,2.7372600670789733e-4,340,0.003819610438961007,4674,0.00459296058489947,490,0.0058084,0,0,0.002138531395073456,33528,0.010230787532714728,129,4.516479110680306e-4,561,0.015524420091771983,18997,0.006505131930449454,694,0.32372391952309987
1908,VictoryB,0.0164495,0,0,0.014078017815091635,5500,0.0516850291639663,319,7.44693695216478e-4,771,0.0217168768471462,25182,0.010472676550653558,931,0.0027432,0,0,0.003079246442100952,1203,0.009559300064808814,59,2.1249366141066814e-4,220,0.0036082683157993684,4184,0,0,0.8570706570727411
1952,VictoryB,0.0028586,3.1629554655870446e-5,6,0.0011171617594960637,102080,0.009028701767724768,190,0.0014895211969725394,3827,0.0031703476836415726,7275,0.0023144586556498,707,0.0028355,1.7923414304993253e-4,34,0.0019293694395607225,176295,0.00812583159095229,171,1.1871020775453998e-4,305,0.0033699379570584576,7733,0.0032900013421896025,1005,0.5020284153773203
1960,VictoryB,0.0072474,0.020615134123950624,7141,0.0033245838583776492,383680,0.005596255596255597,110,0.008944276129986228,36221,0.003143926070851515,9153,0.0018603555869539622,869,0.0013258,0,0,0,0,0.0012718762718762718,25,6.494422081627724e-5,263,0.0048452115323316365,14106,0.0017725827686972159,828,0.8453552932393973
1966,VictoryB,3.772e-4,0,0,7.542296857290199e-5,13109,2.6399155227032733e-4,6,6.244017680119709e-6,34,0.0014024199870642188,4703,5.150147256693913e-4,302,3.122e-4,0,0,7.484186247587986e-5,13008,3.9598732840549105e-4,9,4.040246734195106e-6,22,0.0010758943893956414,3608,3.223105402368045e-4,189,0.5471424427038004
1976,VictoryB,0.0010245,0,0,1.321118296398972e-4,54000,3.4404984900034407e-4,9,0.0011110966759278677,10776,0.0033610179179885424,13853,0.0011984862986608737,1003,8.206e-4,1.1835825267711573e-5,8,2.441328751130752e-4,99788,9.556940250009557e-4,25,2.500379954644654e-4,2425,0.0028976132963644814,11943,5.639935523109994e-4,472,0.5552544577529673
1975,VictoryA,0.0068087,2.997741597780739e-4,193,NA,NA,0.02426323534960945,643,0.0011242292393824186,10309,0.005954296709403711,24032,0.0024017739982611255,1942,8.241e-4,0,0,1.742885371702558e-4,67008,0.002339534357194068,62,1.587814310350957e-4,1456,0.0017586384006053402,7098,5.132524249631138e-4,415,0.8920317576773923
1971,VictoryB,0.0098727,1.719368166586143e-4,100,0.00294644794247427,727215,0.016175528507367073,404,NA,NA,0.01677760806808766,62425,0.013292193233510918,9219,0.0526029,0.010962691430153246,6376,0.007798728662299183,1924810,0.062459961563100574,1560,0.018798724513402254,153174,0.14814984036747597,551226,0.06744717510254987,46779,0.15802489291819527
1918,VictoryA,0.0044691,0.00728726533668503,545,0.0024392562031731115,86259,0.0033800742947023192,101,0.0023510943149121647,3217,0.004627185392066634,5802,0.006729588632806276,718,0.1724337,0.18842595068727602,14092,0.24825502507166494,8779000,0.2677286570061243,8000,0.13878472468371314,189899,0.053282813379759375,66811,0.13812527532265473,14737,0.025263025797217457
1874,VictoryA,0.0227361,2.2301516503122213e-4,3,0.014911335358087587,2283,0.009995124329595319,41,8.740333700453479e-4,223,0.04248638535782398,35154,0.06792690611216132,2156,0.1682995,7.433838834374071e-4,10,NA,NA,0.24378352023403219,1000,0,0,0.42867087735582254,354690,NA,NA,0.11901498987623249
1854,VictoryA,9.854e-4,0,0,NA,NA,NA,NA,0,0,0.003941510146054375,1389,0,0,0.0106615,0,0,0.007557963640364146,1374,0.010235732009925558,33,0.01928189773108593,2241,0.009023759729627727,3180,0.01786945890024453,285,0.08460620422601721
1856,VictoryA,0.010071,0,0,0.01090743725381359,1631,0.008212664793602767,38,0.014159573621828016,1780,0.008875820944739083,3230,0.018270401948842874,315,9.796e-4,0,0,NA,NA,NA,NA,0,0,0.003918551290154159,1426,0,0,0.9113532296888857
1857,VictoryA,0.0022602,0,0,NA,NA,0.0011570726063060456,4,2.2359118279735698e-4,29,0.004134055680306961,1517,0.005786516853932585,103,8.074e-4,0,0,NA,NA,8.678044547295343e-4,3,0,0,0.0031693518498332207,1163,0,0,0.7367974964141347
1843,VictoryA,8.634e-4,0,0,NA,NA,7.754943776657619e-4,2,1.307702366941284e-4,8,0.0034107765421717484,1083,0,0,0.0030013,0,0,0.0036605912084545873,239,NA,NA,3.5961815090885315e-4,22,0.0022045647086982676,700,0.008781558726673985,104,0.223406732734753
1879,VictoryA,0.0030104,0,0,0.005356577051610859,896,0.0018424689083371719,8,0.0010537662642776692,305,0.002768524876129679,2387,0.007040928757625433,262,0.0017914,0,0,NA,NA,0.0011515430677107323,5,3.3513222175388167e-4,97,0.0025794718577764582,2224,0.0048910268469001105,182,0.6269315673289183
1891,VictoryA,0.1655897,0.3324506975457456,8412,0.07406995415062584,15315,0.007844756399669695,38,0.32447867232147504,162044,0.06514699853735316,64361,0.18954715632231484,10075,0.002281,0,0,NA,NA,0.0018579686209744012,9,3.784556606153809e-4,189,0.002659081822184658,2627,0.006509510281639794,346,0.9864121612645923
1897,VictoryB,0.0028765,0,0,0.005558588515559085,1456,0.002467261339912697,13,4.1095013692723825e-4,244,0.0026560552122450467,2774,0.00616590178264806,395,0.0055302,0,0,0.01225867288699191,3211,0.0037957866767887646,20,0.001490536357297565,885,0.003975465479899579,4152,0.011660578814273672,747,0.3421675568296716
1884,VictoryA,0.0025022,0,0,0.0022212929119575075,409,0.0031941592516541184,14,3.8525171977950935e-4,146,0.00274051781950298,2456,0.0064721110849611675,275,0.0018057,0,0,0.004078706544939091,751,0.0011407711613050423,5,0,0,0.003119905465525379,2796,0.002494704636385032,106,0.58083985236426106
1863,VictoryA,8.254e-4,0,0,NA,NA,7.684918347742555e-4,4,0,0,0.00335831322240569,2644,0,0,2.535e-4,0,0,NA,NA,0,0,0,0,0.001267623523434523,998,0,0,0.7650384651033459
1862,VictoryA,7.045e-4,0,0,NA,NA,2.1213406873143826e-4,1,0,0,0.0033102243793963915,2608,0,0,2.503e-4,0,0,NA,NA,0,0,0,0,0.0012514882047871328,986,0,0,0.7378508588186008
1856,VictoryA,0.0784092,0.11340790032564066,801,0.04090790538416783,6117,0.0056191917008861034,26,0.12232917031262429,15378,0.07752466269132478,28212,0.11066643466156255,1908,0.0014066,0,0,NA,NA,4.322455154527772e-4,2,0,0,0.006600533098843121,2402,0,0,0.9823769228648965
1851,VictoryA,0.0074407,0,0,NA,NA,0.007680491551459293,20,5.676888636582727e-4,53,0.021406959593780788,7344,0.007548224769359799,108,0.0026585,0,0,NA,NA,0.0019201228878648233,5,5.891110849283963e-4,55,0.0028157847178094013,966,0.007967570589879788,114,0.7367613276299113
1891,VictoryB,0.1655897,0.3324506975457456,8412,0.07406995415062584,15315,0.007844756399669695,38,0.32447867232147504,162044,0.06514699853735316,64361,0.18954715632231484,10075,5.583e-4,0,0,0.0012913273103635063,267,0.001032204789430223,5,0,0,0.001026383314691756,1014,0,0,0.996639742879842
1876,VictoryA,2.735e-4,0,0,NA,NA,6.768953068592057e-4,3,0,0,6.905437110603471e-4,581,0,0,2.963e-4,0,0,8.924878643418446e-4,164,2.256317689530686e-4,1,0,0,6.596415828545485e-4,555,0,0,0.47999297999297996
1890,VictoryA,3.696e-4,0,0,8.23125193642514e-4,178,6.319780914261639e-4,3,0,0,7.624400537904017e-4,745,0,0,5.022e-4,0,0,0.0018867139270008185,408,4.213187276174426e-4,2,0,0,7.051291235725996e-4,689,0,0,0.42395044735030973
1840,VictoryA,0.0283546,0.010526315789473684,30,0.042597066834920976,2768,0.03331927456769296,79,6.084248953151283e-4,34,0.04342731072769469,13267,0.03964918691759547,434,0.0098209,0,0,0.013465474523322201,875,0.013074652045550401,31,1.0736909917325794e-4,6,0.01090019934598804,3330,0.021377672209026127,234,0.7427433825359196
1860,VictoryA,0.0773722,0.11223118279569892,835,0.05531918227905628,7060,0.006290721186250281,28,0.12723843460952236,18282,0.039134576099010616,31513,0.12401898585459843,2639,0.0051923,0,0,NA,NA,0.005841383958660975,26,3.6886757654002215e-4,53,0.010446484122263107,8412,0.009304948540814888,198,0.9371121971307281
1850,VictoryB,0.0724712,0.13405202718537615,572,0.05403911618033137,4302,0.007251381215469613,21,0.08692025549321845,7607,0.06848520535845723,23261,0.0840793525746616,1174,0.0085846,0,0,NA,NA,0.007941988950276244,23,2.1710067758264108e-4,19,0.02251729721772413,7648,0.01224665186564492,171,0.8940902440047473
1843,VictoryA,0.0510815,0.11335458731845555,320,0.020891407566242918,1364,0.0081426909654905,21,0.048499411533934875,2967,0.05970276168970437,18957,0.0558979988178671,662,0.0086916,0,0,NA,NA,0.0077549437766576195,20,1.307702366941284e-4,8,0.02265347707095234,7193,0.012919023895972305,153,0.854590108259401
1838,VictoryB,0.0096588,0,0,NA,NA,0.011622501162250116,25,1.953201296925661e-5,1,0.02308929764875385,6875,0.013562559694364852,142,0.0532727,0.1200154858691444,310,0.058116081358743805,3083,0.008368200836820083,18,0.037540528926911204,1922,0.05462172173953929,16264,0.04097421203438396,429,0.15348116602973075
1898,VictoryA,0.1970619,0.3405254618428169,11963,0.19970914367104614,60011,0.041527362308639806,236,0.33244263239018473,207271,0.06929068826827019,73494,0.19887582726421082,13162,0.0170124,0.0074578008027098575,262,0.019764253291268987,5939,0.02692240014077072,153,0.006316171033827924,3938,0.017347656463604807,18400,0.024266416850503156,1606,0.9205303952879911
1818,VictoryA,0.0361265,0.10180995475113122,90,0.03702124360365948,1910,0.008318478906714201,14,0.010951949229374433,302,0.041061423648396676,9139,0.017596229379418696,112,0.0440298,0.011312217194570135,10,0.09073112110404714,4681,0.0748663101604278,126,0,0,0.05050568587718865,11241,0.036763550667714064,234,0.4507006935200352
1896,VictoryB,0.0021859,0,0,0.0037390852345446047,856,0.004981071926678621,25,2.4819093451807834e-4,141,0.0023480519079609958,2434,0.0017990567108056856,111,0.0198134,3.3219280470385014e-4,10,0.026479362957721256,6062,0.052002390914524806,261,2.9219641936170925e-4,166,0.026516393917059938,27487,0.013257913418369828,818,0.09936225243530478
1878,VictoryB,0.001692,0,0,0.0025486703924338266,498,0.002644964394710071,13,2.5747694661767246e-4,70,0.0019210500656987514,1655,0.0027796890050915094,101,0.0266848,7.12809180982251e-4,10,NA,NA,0.06836215666327569,336,3.2736354641389786e-4,89,0.03994043003663344,34409,0.024081464153020503,875,0.059626173493840036
1868,VictoryB,0.0013504,0,0,0.0022866618080675033,342,0.003833253473885961,16,1.6243325008629265e-4,32,0.0018200253485424589,1436,0,0,0.0236339,9.539254030334828e-4,10,0.03664676423981867,5481,0.03186391950167705,133,2.8425818765101215e-4,56,0.0425234474017744,33551,0.029530804976765104,788,0.05404994336443286
1829,VictoryA,0.0561793,0,0,NA,NA,0.06105063890203502,129,8.186879161663574e-5,3,0.11293132828625149,29491,0.10683258980981451,910,0.0010764,0,0,NA,NA,0.00236630383341221,5,1.0915838882218098e-4,4,0.0029064758119176997,759,0,0,0.9812001250530515
1859,VictoryA,0.0267245,0.004891000558971493,35,0.03206714809853823,4405,0.03833075734157651,124,0.004666939853389792,615,0.04157427198326356,15580,0.03881661770877046,740,0.0027043,0,0,NA,NA,0.0030911901081916537,10,0,0,0.005184776024613677,1943,0.005245488879563575,100,0.9081070244114609
1893,VictoryA,0.0192033,0.009510145521623284,232,0.028875968088628193,6193,0.026933981368975294,133,0.006756413616022004,3326,0.017819470939907794,18000,0.025323899987525173,1421,0.0015295,0,0,NA,NA,0.002025111381125962,10,0,0,0.0033589702721726193,3393,0.00226329014666833,127,0.9262280058651027
1850,VictoryB,0.0073366,0,0,NA,NA,0.006906077348066298,20,5.827439240376156e-4,51,0.02153098778153982,7313,0.007663109646924013,107,7.562e-4,0,0,NA,NA,0.0027624309392265192,8,0,0,0.0010186957161784189,346,0,0,0.9065589165678133
1858,VictoryA,0.0020285,0,0,NA,NA,0.0037652965171007216,12,0,0,0.0063770587806675,2363,0,0,6.328e-4,0,0,NA,NA,NA,NA,0,0,0.002531392778783798,938,0,0,0.7622214707098034
1899,VictoryA,0.0010547,0,0,0.0010783989626829025,336,5.597014925373135e-4,3,3.228139989757992e-5,22,0.0027925962076038647,2987,0.0018652606224389384,127,0.0011679,0,0,0.0016208079647466243,505,1.8656716417910448e-4,1,2.64120544616563e-5,18,0.003602234076966083,3853,0.0015715187921335938,107,0.47453432916404215
1887,VictoryA,1.083e-4,0,0,NA,NA,2.2055580061755624e-4,1,0,0,3.211269755138032e-4,303,0,0,3.79e-4,0,0,NA,NA,2.2055580061755624e-4,1,0,0,0.0016745235026792377,1580,0,0,0.2222450235994254
1970,VictoryB,0.0038904,6.727517058460441e-5,40,0.0010168213119015218,239019,0.007011217948717949,175,0.0018694135110300023,14546,0.009942096921366952,36370,0.0034357625298382533,2313,0.0011094,0,0,5.082894128387522e-4,119481,0.003405448717948718,85,2.4431150037591327e-4,1901,0.001896570482277809,6938,6.015926608666202e-4,405,0.7781111244449778
1826,VictoryA,0.3298248,0.39334341906202724,520,0.2711612079965972,11475,0.07809224318658281,149,0.8240525908739366,27703,0.08983041405709101,22576,0.3224688823302964,2513,0.005787,0,0,NA,NA,0.009433962264150943,18,0,0,0.019501189727755275,4901,0,0,0.9827568637336351
1849,VictoryA,0.304769,0.5164207520228463,2170,0.13977092839184282,12008,0.07347086500180963,203,0.6913865649004355,56525,0.08222762876809875,27714,0.325337441314554,4435,0.0073611,0,0,NA,NA,0.007238508867173362,20,4.5256617251333234e-4,37,0.021338713505815333,7192,0.007775821596244132,106,0.9764165647593743
1872,VictoryA,0.0975071,0.12649643623278667,1828,0.09726901297398036,13570,0.10314009661835749,427,0.1413904215044454,34621,0.05062461817962797,41185,0.06612209224149522,1967,3.498e-4,0,0,NA,NA,9.66183574879227e-4,4,0,0,7.830006502470078e-4,637,0,0,0.9964253925885656
1886,VictoryA,0.200533,0.3534315914842936,7122,0.16050730173975683,29412,0.059020044543429843,265,0.3596196663868307,137935,0.03963682525544593,36313,0.23098278734036645,10400,6.136e-4,0,0,NA,NA,6.681514476614699e-4,3,2.607167625235297e-6,1,0.0023970057076242463,2196,0,0,0.9969494885819596
1899,VictoryA,0.1686449,0.24395341132094706,9572,0.20395541333812622,63547,0.06175373134328358,331,0.2692914379456117,183524,0.038120293863019745,40774,0.1947948947669893,13263,0.0041102,0,0,0.005119185552021516,1595,0.006716417910447761,36,0.0011518590418000108,785,0.005020502723412371,5370,0.006653252456416056,453,0.9762079382895208
1921,VictoryA,0.2532295,0.4545886290650866,20101,0.20324687549043777,1116342,0.034157105030891435,387,0.5031138473673321,622541,0.08506079521631968,108538,0.23920970066988892,28210,0.0017549,0,0,0.0031759429422660765,17444,0.001588702559576346,18,1.8587721113065067e-5,23,0.0024137836450484128,3080,0.003332485372678708,393,0.993117618175857
1922,VictoryA,0.1443791,0.004717890895064018,318,0.3183878171654382,1646534,0.3815175922000848,3600,0.012897531235394458,17330,0.106366168034671,136508,0.042387529012823257,5150,0.1363642,4.4508404670415264e-4,30,NA,NA,0.1659601526070369,1566,0.015780683918944265,21204,0.36327099264597024,466214,NA,NA,0.5142744279204526
1923,VictoryA,0.0290861,0.014765395704847238,1142,0.03865100345969,186033,0.040311082307193775,311,0.006852936656569155,10524,0.029748957434264464,38500,0.04418712663559634,5518,0.0041234,0,0,NA,NA,0.012961762799740765,100,0,0,0.007655140813019689,9907,0,0,0.8758367334648217
1933,VictoryA,0.2051403,0.3586132506874497,23605,0.10139061927022573,570400,0.03773584905660377,244,0.44693671683377195,649968,0.08727435839216316,125690,0.19889111585551827,36518,0.0018172,0,0,0.0014031864455104522,7894,0.002010516548097742,13,1.787834883821676e-5,26,0.002749673476274692,3960,0.004722016469870594,867,0.9912194532693911
1944,VictoryA,0.1362128,0.12531554643406875,18318,0.26840274403081626,50736000,0.1391746723899071,6128,0.1137603919165844,250837,0.058331264802920765,90238,0.11229192719495544,25412,0.0045461,0.0047477338806225415,694,0.002294024541076063,433638,NA,NA,0.0034563000944688766,7621,0.006139010415050627,9497,0.006093600173219091,1379,0.9677029303298051
1876,VictoryA,0.2349572,0.49697828844288594,6661,0.12139467554800931,22307,0.055054151624548735,244,0.45272145867623853,120198,0.039459640632019836,33200,0.24413517719251887,8315,0.044463,7.461016190405133e-4,10,0.10726180369620583,19710,0.09273465703971119,411,3.276823816106154e-4,87,0.040692160130074186,34237,0.025015414427904517,852,0.8408740670860589
1826,VictoryA,0.1383329,0.15582450832072617,206,0.25057894985585333,10604,0.12421383647798742,237,0.04750431316556607,1597,0.12573711393533293,31600,0.12613884255100732,983,0.005787,0,0,NA,NA,0.009433962264150943,18,0,0,0.019501189727755275,4901,0,0,0.9598459338370344
1852,VictoryB,0.0718738,0.10275080906148867,508,0.0538330233624621,4226,0.007373595505617977,21,0.10317149372632932,10270,0.07200959703994912,24911,0.09210438496963225,1380,0.0019935,0,0,NA,NA,0.0038623595505617976,11,0,0,0.00610510493149101,2112,0,0,0.9730124155072678
1918,VictoryA,0.0292856,0.010870727924265924,813,0.008447174856966336,298716,0.022087614203005253,660,0.021857064866670224,29907,0.043655205304435625,54739,0.0687955161069611,7340,0.0861511,7.621543563138472e-4,57,0.005471055497285017,193472,0.043505906763495195,1300,0.013491934145972481,18461,0.3675246870947624,460837,NA,NA,0.25369401585457657
1920,VictoryB,0.0353232,0.010737323992508844,774,0.04924301625659688,305619,0.07468658308882369,840,0.004885946581909495,6956,0.028713671718336012,36370,0.04367266026844582,5001,2.04e-4,0,0,2.405603816225403e-4,1493,3.5565039566106516e-4,4,0,0,6.276428104502923e-4,795,0,0,0.9942579206917516
1922,VictoryB,0.0021718,0,0,NA,NA,0.00582874099194574,55,0,0,0.0050304742640126295,6456,0,0,0.1443791,0.004717890895064018,318,0.3183878171654382,1646534,0.3815175922000848,3600,0.012897531235394458,17330,0.106366168034671,136508,0.042387529012823257,5150,0.014819424513940208
1923,VictoryA,0.0290861,0.014765395704847238,1142,0.03865100345969,186033,0.040311082307193775,311,0.006852936656569155,10524,0.029748957434264464,38500,0.04418712663559634,5518,0.0062642,6.594003335789923e-4,51,0.00289644116490912,13941,0.019961114711600777,154,0.0016350934953102574,2511,0.009598481798660602,12422,0.002834766732330755,354,0.8227964119116387
1925,VictoryB,0.1016978,0.021113308844306303,1868,0.31788113638359533,1447885,0.09269338611248557,562,0.015731183972184738,24586,0.1065373743373566,140619,0.056230244551655297,7436,0.0035203,0,0,NA,NA,0.012535048655780966,76,0,0,0.005066281385829111,6687,0,0,0.9665428286578069
1941,VictoryA,0.0035196,0,0,3.5996142602236843e-4,21856,NA,NA,2.946561166681072e-6,6,0.01058928246828816,15787,0.006645712978054669,1423,0.0666311,0.04703424483372391,6844,0.04825480881438413,2929917,0.12380223850551574,3075,0.032825673583882706,66842,0.04844091982611227,72218,0.09942883296049466,21290,0.05017198687967476
