year,outcome,cinc_a,irst_prop_a,irst_raw_a,milex_prop_a,milex_raw_a,milper_prop_a,milper_raw_a,pec_prop_a,pec_raw_a,tpop_prop_a,tpop_raw_a,upop_prop_a,upop_raw_a,cinc_b,irst_prop_b,irst_raw_b,milex_prop_b,milex_raw_b,milper_prop_b,milper_raw_b,pec_prop_b,pec_raw_b,tpop_prop_b,tpop_raw_b,upop_prop_b,upop_raw_b,capratio_a
1995,VictoryA,0.0026116,2.425670524637882e-4,182,0.0037587109122155784,3111000,0.005638200980179555,130,0.001747070114327288,23951,0.0018601269866912826,10547,0.00242277287446822,3663,0.0012246,5.9975370114672906e-5,45,0.0021421390059010673,1773000,0.002602246606236718,60,9.829868005792881e-4,13476,8.234505452604151e-4,4669,7.36819268948293e-4,1114,0.6807778530837809
1994,VictoryA,0.0670384,0.06730916406850057,48812,0.1192769742234913,96693000,0.05996744624346783,1400,0.08284022129413082,1114603,0.026495492643403847,147968,0.04634087325095327,66648,3.765e-4,4.5781042511559025e-4,332,6.291174837266459e-5,51000,2.5700334104343357e-4,6,2.8049358844723163e-4,3774,4.5625077892107077e-4,2548,7.446746376751133e-4,1071,0.9944151812136486
1996,VictoryB,0.0013457,2.6663289316686553e-5,20,1.577085581134835e-4,133000,0.003564585839682752,80,0.0016766849446418232,23715,0.0013170046091683621,7574,0.0013314999284474338,2140,4.378e-4,1.1065265066424919e-4,83,1.3043564956754275e-4,110000,2.22786614980172e-4,5,1.4083729326276668e-4,1992,9.408914629271202e-4,5411,0.001081377044692355,1738,0.7545276142416597
1994,VictoryA,0.0082131,0.01175552371720002,8525,0.005021837796570931,4071000,0.0032125417630429194,75,0.01444274419051624,194325,0.007240563774117903,40436,0.007605276551718384,10938,1.041e-4,0,0,3.947403819461307e-5,32000,8.56677803478112e-5,2,3.6195118594012135e-5,487,3.540061969886016e-4,1977,1.0916332223622109e-4,157,0.9874837685759631
1996,VictoryA,0.0030834,3.9994933975029826e-5,30,2.0632548204320398e-4,174000,0.00222786614980172,50,0.0014056862774349031,19882,0.008139902266225161,46812,0.006480795913415173,10416,0.0012125,3.9994933975029826e-5,30,1.8498146665942423e-4,156000,0.00222786614980172,50,7.343759865062036e-4,10387,0.0034512684820139495,19848,6.365067414961331e-4,1023,0.7177541376661468
1997,VictoryA,0.0111651,0.019463633178154877,15553,0.009601887420153232,7801000,0.0027456452266282575,61,0.023116160944917294,329246,0.005146780329020678,30004,0.006916356290935459,11751,0.1395226,0.1232479851829604,98485,0.34011433655767487,276324000,0.068866183553135,1530,0.21863309478288764,3114015,0.045954792591820046,267901,0.040319220066203025,68503,0.07409430232195462
1997,VictoryA,0.1395226,0.1232479851829604,98485,0.34011433655767487,276324000,0.068866183553135,1530,0.21863309478288764,3114015,0.045954792591820046,267901,0.040319220066203025,68503,0.0127905,0.007911598338088802,6322,0.005778856741138242,4695000,0.025881082054282755,575,0.011584970668974027,165006,0.010411234678362252,60694,0.015175254382536715,25783,0.9160249512353172
1997,VictoryA,0.0015193,1.1262952395254542e-5,9,9.403720021788321e-4,764000,0.004276004861142368,95,5.732596724493227e-4,8165,0.0019845054534875423,11569,0.0013301817051752309,2260,3.458e-4,0,0,9.108315204349945e-5,74000,4.5010577485709143e-4,10,1.246216679237658e-4,1775,4.708676177563578e-4,2745,9.381901053315566e-4,1594,0.8145943917216235
2001,VictoryB,0.0132578,0.001293280818294045,1100,0.002812178199337054,2395000,0.030371313804251985,620,0.004286684429185891,64518,0.023338315234320946,142350,0.017444778348338606,34203,0.0697572,0.03208629710187526,27291,0.016634709206683942,14167000,0.061869305378661706,1263,0.05034053687403713,757665,0.16967717543920627,1034931,0.08793539265669852,172410,0.15970366801180508
1998,VictoryA,0.0165144,0.0181922248303804,14144,0.011073204329369403,8955000,0.036567822172722635,788,0.008040155858267449,113655,0.010916238410416636,64479,0.014296647354278394,25219,0.00412,9.003504935850028e-5,70,0.0012192271880243698,986000,0.014617847695948767,315,0.00204450789195185,28901,0.0025958635144297877,15333,0.00415254141203415,7325,0.8003334237971543
1996,VictoryA,0.0591888,0.06566234943573813,49253,0.08773576101365897,73990000,0.05792451989484472,1300,0.07644488493020458,1081235,0.025689588586470115,147739,0.041675947760404675,66982,0.0521298,0.1317179823888974,98801,0.05395529933293027,45502000,0.0111393307490086,250,0.04736919541959227,669989,0.021867945161555637,125761,0.04672880332999421,75103,0.5317062916709338
1994,VictoryB,0.0029445,4.136841190803526e-5,30,1.4679407953621735e-4,119000,0.0017133556069562237,40,0.0013737794088125675,18484,0.007866207503140753,43930,0.006525463561700222,9385,7.587e-4,0,0,7.401382161489951e-5,60000,6.853422427824896e-4,16,5.496158152006566e-4,7395,0.0014140551024881068,7897,0.0018293547821878833,2631,0.7951231367465975
1999,VictoryB,0.0231577,0.02065226068632209,16298,0.04478928052415084,36368000,0.01007486828727239,218,0.025013894605621253,360862,0.00981691546246071,58744,0.02859879688044719,52666,0.051515,0.06527168658439385,51510,0.06995246188329762,56800000,0.041593492929106204,900,0.07170718641895706,1034481,0.024598438792257364,147196,0.035966519435300555,66234,0.31012270883468795
2002,VictoryB,0.004551,0,0,3.8394082313277536e-4,338000,0.01231130001465631,252,0.0018685029002545191,28612,0.011182358386049389,69948,0.001559744972877698,2476,0.0015505,2.2122547853836325e-5,20,2.430867933444199e-4,214000,0.0011725047633006009,24,6.262736898308695e-4,9590,0.005275762124692856,33001,0.0019635400163407852,3117,0.7458821601245595
2002,VictoryB,0.0038476,5.530636963459081e-6,5,0.0017549957743791063,1545000,0.009575455566954907,196,0.0012176745798317408,18646,0.004685853872212124,29311,0.005845893920963262,9280,0.0107764,0.018149338259287322,16408,0.010244858827912725,9019000,0.008696076994479456,178,0.012011002041822021,183922,0.006610009895750902,41347,0.008947115448215647,14203,0.26310175054704593
2006,VictoryB,7.865e-4,0,0,6.198656613363959e-5,72000,0.0025535750050070098,51,1.2561366057741878e-4,2257,0.0014713100629475818,9661,5.066333757799712e-4,892,7.072e-4,0,0,6.370841519290737e-5,74000,0.0025535750050070098,51,1.524950952512749e-4,2740,0.0012248987512977333,8043,2.4877289079778853e-4,438,0.5265448215839861
2008,VictoryB,6.775e-4,0,0,NA,NA,NA,NA,2.1149742087986755e-4,3978,0.0013586421308384264,9140,0.001139706001052533,2118,0.0037616,0,0,2.5723906575831755e-4,366000,0.006865330083080444,138,0.001657633632024261,31178,0.01228144108227589,82621,0.001507769695443436,2802,0.15262102678470862
2010,VictoryB,0.0037708,0,0,2.0311035816665204e-4,308000,0.006654129900188052,138,0.0016358219215872405,32228,0.012643279370093371,87095,0.0014883615632538367,2919,0.0021905,0,0,NA,NA,0.009740103187231786,202,3.7510003725113905e-5,739,8.334010777163562e-4,5741,3.416246136964956e-4,670,0.6325465921862681
2004,VictoryB,0.1681193,0.25705444355031726,272798,0.07531754193018679,84303000,0.11131422924901185,2253,0.16914444722785504,2861534,0.20446124553701475,1310414,0.19142364233011244,319782,0.0450076,0.10621288560804941,112718,0.04033946186057191,45152000,0.011857707509881422,240,0.04284319127654159,724808,0.019780134736399314,126773,0.04901211939090573,81877,0.7888225277991656
2004,VictoryB,0.0130136,0.00818094956306078,8682,0.005006696143396638,5604000,0.023715415019762844,480,0.01626947502419656,275242,0.010819291985607356,69342,0.014090004106441846,23538,0.1515293,0.09392826922315844,99681,0.4073149224382003,455908000,0.0716403162055336,1450,0.19316976651782447,3267987,0.04610423885886131,295487,0.09701798094754649,162073,0.07908940464766331
2009,VictoryB,0.0140388,0.00882597821663132,10908,0.005874905866130243,8636000,0.025540850710553304,523,0.019476900573908638,364612,0.010802746141708503,73543,0.013711269486351044,26184,0.0075736,0,0,0.0028013967527471444,4118000,0.028177955755237585,577,0.002715672197778371,50838,0.0044306491694974855,30163,0.007315923693622458,13971,0.6495715422627751
